ICE FLAVORS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KIDS PORTION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Flavor,,,Calories,,,,,"Calories
from Fat",,,Fat,,,"Saturated
Fat",,,,,,"Trans
Fat",,,Cholesterol,,,,,,,Sodium,,,"Total
Carbohydrates",,,,,,"Dietary
Fiber",,,,Total Sugar,,,,"Added
Sugar",,,,,Protein,,,,,Vitamin D,,,,,"Vitamin D
(% DV)",,,,Calcium,,,,"Calcium
(%DV)",,,Iron,,"Iron
(%DV)",,,,Potassium,,,,"Potassium
(%DV)",,,,,,,
,Chocolate Peanut Butter,,150,,,25,,,,3,,,1,,,,,0,,,,0,,,,,,45,,,,34,,,,,,1,,,,,32,,,,31,,,,,1,,,,,,0,,,,,0,,,,,9,,,,0,,,0,,,0,,,,,,56,,,,,2,,
,Cotton Candy,,100,,,0,,,,0,,,0,,,,,0,,,,0,,,,,,10,,,,28,,,,,,0,,,,,27,,,,11,,,,,0,,,,,,0,,,,,0,,,,,3,,,,0,,,0,,,0,,,,,,0,,,,,0,,
,Dr Pepper,,100,,,0,,,,0,,,0,,,,,0,,,,0,,,,,,15,,,,30,,,,,,0,,,,,30,,,,11,,,,,0,,,,,,0,,,,,0,,,,,3,,,,0,,,0,,,0,,,,,,0,,,,,0,,
,Florida Orange,,90,,,0,,,,0,,,0,,,,,0,,,,0,,,,,,15,,,,26,,,,,,0,,,,,24,,,,23,,,,,0,,,,,,0,,,,,0,,,,,5,,,,0,,,0,,,0,,,,,,20,,,,,0,,
,Georgia Peach,,60,,,0,,,,0,,,0,,,,,0,,,,0,,,,,,15,,,,19,,,,,,0,,,,,18,,,,18,,,,,0,,,,,,0,,,,,0,,,,,3,,,,0,,,0,,,0,,,,,,0,,,,,0,,
,Green Apple,,110,,,0,,,,0,,,0,,,,,0,,,,0,,,,,,15,,,,27,,,,,,0,,,,,26,,,,25,,,,,0,,,,,,0,,,,,0,,,,,5,,,,0,,,0,,,0,,,,,,17,,,,,0,,
,Guava Passionfruit,,90,,,0,,,,0,,,0,,,,,0,,,,0,,,,,,15,,,,23,,,,,,0,,,,,11,,,,21,,,,,0,,,,,,0,,,,,0,,,,,3,,,,0,,,0,,,0,,,,,,16,,,,,0,,
,Gummy Bear,,110,,,0,,,,0,,,0,,,,,0,,,,0,,,,,,15,,,,28,,,,,,0,,,,,26,,,,26,,,,,0,,,,,,0,,,,,0,,,,,2,,,,0,,,0,,,0,,,,,,5,,,,,0,,
,Island Fusion,,110,,,0,,,,0,,,0,,,,,0,,,,0,,,,,,20,,,,30,,,,,,0,,,,,28,,,,28,,,,,0,,,,,,0,,,,,0,,,,,4,,,,0,,,0,,,0,,,,,,15,,,,,0,,
,Juicy Pear,,90,,,0,,,,0,,,0,,,,,0,,,,0,,,,,,15,,,,25,,,,,,0,,,,,24,,,,24,,,,,0,,,,,,0,,,,,0,,,,,4,,,,0,,,0,,,0,,,,,,0,,,,,0,,
,Kandi Kapow!,,90,,,0,,,,0,,,0,,,,,0,,,,0,,,,,,10,,,,24,,,,,,0,,,,,23,,,,17,,,,,0,,,,,,0,,,,,0,,,,,3,,,,0,,,0,,,0,,,,,,0,,,,,0,,
,Key Lime,,90,,,0,,,,0,,,0,,,,,0,,,,0,,,,,,25,,,,25,,,,,,0,,,,,24,,,,24,,,,,0,,,,,,0,,,,,0,,,,,3,,,,0,,,0,,,0,,,,,,1,,,,,0,,
,Lemon,,80,,,0,,,,0,,,0,,,,,0,,,,0,,,,,,15,,,,22,,,,,,0,,,,,21,,,,21,,,,,0,,,,,,0,,,,,0,,,,,4,,,,0,,,0,,,0,,,,,,4,,,,,0,,
,Mango,,100,,,0,,,,0,,,0,,,,,0,,,,0,,,,,,15,,,,28,,,,,,0,,,,,27,,,,27,,,,,0,,,,,,0,,,,,0,,,,,4,,,,0,,,0,,,0,,,,,,8,,,,,0,,
,Mango- Orange,,100,,,0,,,,0,,,0,,,,,0,,,,0,,,,,,15,,,,28,,,,,,0,,,,,26,,,,20,,,,,0,,,,,,0,,,,,0,,,,,3,,,,0,,,0,,,0,,,,,,4,,,,,0,,
,Mango-Peach,,70,,,0,,,,0,,,0,,,,,0,,,,0,,,,,,15,,,,21,,,,,,0,,,,,20,,,,20,,,,,0,,,,,,0,,,,,0,,,,,3,,,,0,,,0,,,0,,,,,,4,,,,,0,,
,Mango- Pineapple,,100,,,0,,,,0,,,0,,,,,0,,,,0,,,,,,15,,,,28,,,,,,0,,,,,27,,,,27,,,,,0,,,,,,0,,,,,0,,,,,4,,,,0,,,0,,,0,,,,,,7,,,,,0,,
,Mango- Strawberry,,100,,,0,,,,0,,,0,,,,,0,,,,0,,,,,,15,,,,29,,,,,,0,,,,,28,,,,27,,,,,0,,,,,,0,,,,,0,,,,,4,,,,0,,,0,,,0,,,,,,5,,,,,0,,
,Margarita,,90,,,0,,,,0,,,0,,,,,0,,,,0,,,,,,20,,,,25,,,,,,0,,,,,24,,,,23,,,,,0,,,,,,0,,,,,0,,,,,4,,,,0,,,0,,,0,,,,,,5,,,,,0,,
,Ocean Splash™,,90,,,0,,,,0,,,0,,,,,0,,,,0,,,,,,40,,,,23,,,,,,0,,,,,21,,,,21,,,,,0,,,,,,0,,,,,0,,,,,3,,,,0,,,0,,,0,,,,,,6,,,,,0,,
,Peach Ring,,80,,,0,,,,0,,,0,,,,,0,,,,0,,,,,,10,,,,21,,,,,,0,,,,,20,,,,20,,,,,0,,,,,,0,,,,,0,,,,,3,,,,0,,,0,,,0,,,,,,0,,,,,0,,
,Peanut Butter and Jelly,,150,,,35,,,,4,,,0.5,,,,,0,,,,0,,,,,,45,,,,30,,,,,,0,,,,,29,,,,28,,,,,1,,,,,,0,,,,,0,,,,,8,,,,0,,,0,,,0,,,,,,37,,,,,0,,
,Pina Colada,,100,,,0,,,,0,,,0,,,,,0,,,,0,,,,,,15,,,,28,,,,,,0,,,,,26,,,,26,,,,,0,,,,,,0,,,,,0,,,,,4,,,,0,,,0,,,0,,,,,,1,,,,,0,,
,Pineapple,,90,,,0,,,,0,,,0,,,,,0,,,,0,,,,,,15,,,,25,,,,,,0,,,,,24,,,,24,,,,,0,,,,,,0,,,,,0,,,,,4,,,,0,,,0,,,0,,,,,,6,,,,,0,,
,Raspberry,,100,,,0,,,,0,,,0,,,,,0,,,,0,,,,,,15,,,,27,,,,,,0,,,,,26,,,,26,,,,,0,,,,,,0,,,,,0,,,,,4,,,,0,,,0,,,0,,,,,,11,,,,,0,,
,Raspberry Lemonade,,100,,,0,,,,0,,,0,,,,,0,,,,0,,,,,,20,,,,27,,,,,,0,,,,,26,,,,23,,,,,0,,,,,,0,,,,,0,,,,,5,,,,0,,,0,,,0,,,,,,15,,,,,0,,
,Root Beer,,90,,,0,,,,0,,,0,,,,,0,,,,0,,,,,,15,,,,26,,,,,,0,,,,,25,,,,25,,,,,0,,,,,,0,,,,,0,,,,,4,,,,0,,,0,,,0,,,,,,8,,,,,0,,
,Sour Patch Kids Red,,90,,,0,,,,0,,,0,,,,,0,,,,0,,,,,,15,,,,28,,,,,,0,,,,,27,,,,27,,,,,0,,,,,,0,,,,,0,,,,,3,,,,0,,,0,,,0,,,,,,0,,,,,0,,
,Strawberry,,90,,,0,,,,0,,,0,,,,,0,,,,0,,,,,,15,,,,26,,,,,,0,,,,,26,,,,25,,,,,0,,,,,,0,,,,,0,,,,,4,,,,0,,,0,,,0,,,,,,1,,,,,0,,
,Strawberry Colada,,100,,,0,,,,0,,,0,,,,,0,,,,0,,,,,,15,,,,29,,,,,,0,,,,,28,,,,28,,,,,0,,,,,,0,,,,,0,,,,,4,,,,0,,,0,,,0,,,,,,1,,,,,0,,
,Strawberry Lemonade,,90,,,0,,,,0,,,0,,,,,0,,,,0,,,,,,15,,,,25,,,,,,0,,,,,24,,,,23,,,,,0,,,,,,0,,,,,0,,,,,4,,,,0,,,0,,,0,,,,,,11,,,,,0,,
,Strawberry Margarita,,90,,,0,,,,0,,,0,,,,,0,,,,0,,,,,,20,,,,25,,,,,,0,,,,,24,,,,23,,,,,0,,,,,,0,,,,,0,,,,,4,,,,0,,,0,,,0,,,,,,5,,,,,0,,
,Strawberry- Watermelon,,100,,,0,,,,0,,,0,,,,,0,,,,0,,,,,,15,,,,27,,,,,,0,,,,,26,,,,26,,,,,0,,,,,,0,,,,,0,,,,,4,,,,0,,,0,,,0,,,,,,7,,,,,0,,
,Swedish Fish,,110,,,0,,,,0,,,0,,,,,0,,,,0,,,,,,30,,,,32,,,,,,0,,,,,31,,,,31,,,,,0,,,,,,0,,,,,0,,,,,3,,,,0,,,0,,,0,,,,,,0,,,,,0,,
,Tropical Daiquiri,,110,,,0,,,,0,,,0,,,,,0,,,,0,,,,,,15,,,,30,,,,,,0,,,,,29,,,,28,,,,,0,,,,,,0,,,,,0,,,,,3,,,,0,,,0,,,0,,,,,,2,,,,,0,,
,Tropical ParadICE,,90,,,0,,,,0,,,0,,,,,0,,,,0,,,,,,15,,,,23,,,,,,0,,,,,17,,,,22,,,,,0,,,,,,0,,,,,0,,,,,3,,,,0,,,0,,,0,,,,,,9,,,,,0,,
,Vanilla,,90,,,0,,,,0,,,0,,,,,0,,,,0,,,,,,15,,,,25,,,,,,0,,,,,25,,,,25,,,,,0,,,,,,0,,,,,0,,,,,3,,,,0,,,0,,,0,,,,,,8,,,,,0,,
,Watermelon,,110,,,0,,,,0,,,0,,,,,0,,,,0,,,,,,15,,,,29,,,,,,0,,,,,28,,,,28,,,,,0,,,,,,0,,,,,0,,,,,3,,,,0,,,0,,,0,,,,,,3,,,,,0,,
,Wild Berry,,100,,,0,,,,0,,,0,,,,,0,,,,0,,,,,,15,,,,29,,,,,,0,,,,,28,,,,27,,,,,0,,,,,,0,,,,,0,,,,,4,,,,0,,,0,,,0,,,,,,4,,,,,0,,
,Wild Black Cherry,,100,,,0,,,,0,,,0,,,,,0,,,,0,,,,,,10,,,,26,,,,,,0,,,,,24,,,,24,,,,,0,,,,,,0,,,,,0,,,,,4,,,,0,,,0,,,0,,,,,,9,,,,,0,,
,Unicorn,,90,,,0,,,,0,,,0,,,,,0,,,,0,,,,,,45,,,,26,,,,,,0,,,,,24,,,,24,,,,,0,,,,,,0,,,,,0,,,,,3,,,,0,,,0,,,0,,,,,,9,,,,,0,,
,Zombie's Blood,,70,,,0,,,,0,,,0,,,,,0,,,,0,,,,,,15,,,,20,,,,,,0,,,,,19,,,,19,,,,,0,,,,,,0,,,,,0,,,,,4,,,,0,,,0,,,0,,,,,,4,,,,,0,,
Cream Ice,Banana Split Cream,,120,,,15,,,,2,,,1.5,,,,,0,,,,0,,,,,,20,,,,30,,,,,,0,,,,,28,,,,12,,,,,0,,,,,,0,,,,,0,,,,,6,,,,0,,,0,,,0,,,,,,12,,,,,0,,
,Birthday Cake,,120,,,15,,,,1.5,,,1.5,,,,,0,,,,0,,,,,,70,,,,30,,,,,,0,,,,,27,,,,23,,,,,0,,,,,,0,,,,,0,,,,,15,,,,2,,,0,,,0,,,,,,3,,,,,0,,
,Black Cherry Cheesecake,,120,,,15,,,,1.5,,,1,,,,,0,,,,0,,,,,,30,,,,29,,,,,,0,,,,,27,,,,11,,,,,0,,,,,,0,,,,,0,,,,,6,,,,0,,,0,,,0,,,,,,3,,,,,0,,
,Brookie Dough,,130,,,20,,,,2.5,,,1.5,,,,,0,,,,0,,,,,,45,,,,29,,,,,,0,,,,,25,,,,24,,,,,0,,,,,,0,,,,,0,,,,,6,,,,0,,,0,,,0,,,,,,21,,,,,0,,
,Cheesecake,,120,,,15,,,,1.5,,,1.5,,,,,0,,,,0,,,,,,30,,,,28,,,,,,0,,,,,27,,,,12,,,,,0,,,,,,0,,,,,0,,,,,4,,,,0,,,0,,,0,,,,,,3,,,,,0,,
,Chocolate Chip Cheesecake,,130,,,20,,,,2.5,,,2,,,,,0,,,,0,,,,,,30,,,,30,,,,,,0,,,,,28,,,,13,,,,,0,,,,,,0,,,,,0,,,,,5,,,,0,,,0,,,0,,,,,,19,,,,,0,,
,Chocolate Covered Banana,,130,,,20,,,,2,,,2,,,,,0,,,,0,,,,,,35,,,,31,,,,,,0,,,,,29,,,,13,,,,,0,,,,,,0,,,,,0,,,,,6,,,,0,,,0,,,0,,,,,,29,,,,,0,,
,Chocolate Covered Strawberry,,130,,,25,,,,2.5,,,2,,,,,0,,,,0,,,,,,35,,,,30,,,,,,0,,,,,28,,,,28,,,,,0,,,,,,0,,,,,0,,,,,7,,,,0,,,0,,,0,,,,,,32,,,,,0,,
,Coconut Cream,,120,,,15,,,,1.5,,,1.5,,,,,0,,,,0,,,,,,30,,,,28,,,,,,0,,,,,26,,,,25,,,,,0,,,,,,0,,,,,0,,,,,4,,,,0,,,0,,,0,,,,,,4,,,,,0,,
,Cookies & Cream,,120,,,10,,,,1.5,,,1,,,,,0,,,,0,,,,,,30,,,,30,,,,,,0,,,,,29,,,,28,,,,,0,,,,,,0,,,,,0,,,,,3,,,,0,,,0,,,2,,,,,,5,,,,,0,,
,Cookie Dough,,130,,,20,,,,2,,,1.5,,,,,0,,,,0,,,,,,40,,,,29,,,,,,0,,,,,26,,,,26,,,,,0,,,,,,0,,,,,0,,,,,4,,,,0,,,0,,,0,,,,,,19,,,,,0,,
,Frozen Hot Cocoa,,110,,,10,,,,1,,,1,,,,,0,,,,0,,,,,,30,,,,27,,,,,,0,,,,,25,,,,25,,,,,0,,,,,,0,,,,,0,,,,,5,,,,0,,,0,,,0,,,,,,24,,,,,0,,
,Fudge Brownie,,130,,,20,,,,2,,,1.5,,,,,0,,,,0,,,,,,40,,,,32,,,,,,0,,,,,29,,,,29,,,,,1,,,,,,0,,,,,0,,,,,6,,,,0,,,0,,,2,,,,,,50,,,,,1,,
,Marshmallow Peanut Butter,,130,,,30,,,,3.5,,,1.5,,,,,0,,,,0,,,,,,40,,,,28,,,,,,0,,,,,27,,,,27,,,,,1,,,,,,0,,,,,0,,,,,6,,,,0,,,0,,,2,,,,,,30,,,,,1,,
,Mint Chocolate Chip,,120,,,20,,,,2,,,1.5,,,,,0,,,,0,,,,,,25,,,,29,,,,,,0,,,,,27,,,,27,,,,,0,,,,,,0,,,,,0,,,,,5,,,,0,,,0,,,0,,,,,,23,,,,,0,,
,Mint Oreo,,120,,,15,,,,1.5,,,1,,,,,0,,,,0,,,,,,35,,,,29,,,,,,0,,,,,27,,,,18,,,,,0,,,,,,0,,,,,0,,,,,3,,,,0,,,0,,,0,,,,,,3,,,,,0,,
,Orange Cream,,100,,,10,,,,1,,,1,,,,,0,,,,0,,,,,,20,,,,23,,,,,,0,,,,,21,,,,14,,,,,0,,,,,,0,,,,,0,,,,,3,,,,0,,,0,,,0,,,,,,11,,,,,0,,
,Pumpkin Cheesecake,,100,,,10,,,,1,,,1,,,,,0,,,,0,,,,,,15,,,,26,,,,,,0,,,,,24,,,,11,,,,,0,,,,,,0,,,,,0,,,,,5,,,,0,,,0,,,0,,,,,,4,,,,,0,,
,Pumpkin Pie,,90,,,10,,,,1.5,,,1,,,,,0,,,,0,,,,,,25,,,,23,,,,,,0,,,,,21,,,,21,,,,,0,,,,,,0,,,,,0,,,,,6,,,,0,,,0,,,0,,,,,,12,,,,,0,,
,Root Beer Float,,100,,,5,,,,0.5,,,0.5,,,,,0,,,,0,,,,,,20,,,,27,,,,,,0,,,,,26,,,,19,,,,,0,,,,,,0,,,,,0,,,,,3,,,,0,,,0,,,0,,,,,,6,,,,,0,,
,S'mores,,150,,,15,,,,2,,,1.5,,,,,0,,,,0,,,,,,30,,,,33,,,,,,0,,,,,32,,,,32,,,,,0,,,,,,0,,,,,0,,,,,5,,,,0,,,0,,,0,,,,,,19,,,,,0,,
BLENDINI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REGULAR PORTION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Add together your Ice Flavor, Custard Flavor and Topping",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Shamrock,,110,,,10,,,,1,,,1,,,,,0,,,,0,,,,,,25,,,,25,,,,,,0,,,,,24,,,,24,,,,,0,,,,,,0,,,,,0,,,,,3,,,,0,,,0,,,0,,,,,,7,,,,,0,,
,Strawberry Banana,,120,,,10,,,,1,,,1,,,,,0,,,,0,,,,,,30,,,,31,,,,,,0,,,,,29,,,,14,,,,,0,,,,,,0,,,,,0,,,,,3,,,,0,,,0,,,0,,,,,,7,,,,,0,,
,Strawberry Cheesecake,,120,,,15,,,,1.5,,,1.5,,,,,0,,,,0,,,,,,30,,,,30,,,,,,0,,,,,28,,,,13,,,,,0,,,,,,0,,,,,0,,,,,4,,,,0,,,0,,,0,,,,,,7,,,,,0,,
,Strawberries n' Cream,,110,,,10,,,,1,,,1,,,,,0,,,,0,,,,,,20,,,,26,,,,,,0,,,,,24,,,,13,,,,,0,,,,,,0,,,,,0,,,,,3,,,,0,,,0,,,0,,,,,,5,,,,,0,,
,Vanilla Cream,,110,,,10,,,,1,,,1,,,,,0,,,,0,,,,,,30,,,,26,,,,,,0,,,,,25,,,,25,,,,,0,,,,,,0,,,,,0,,,,,3,,,,0,,,0,,,0,,,,,,10,,,,,0,,
,Watermelon Chip,,150,,,20,,,,2,,,1.5,,,,,0,,,,0,,,,,,25,,,,33,,,,,,0,,,,,31,,,,31,,,,,0,,,,,,0,,,,,0,,,,,5,,,,0,,,0,,,0,,,,,,24,,,,,0,,
"Smart
Snack Ice",MaliBLU Freeze,,100,,,0,,,,0,,,0,,,,,0,,,,0,,,,,,15,,,,24,,,,,,0,,,,,23,,,,4,,,,,0,,,,,,0,,,,,0,,,,,4,,,,0,,,0,,,0,,,,,,18,,,,,0,,
,Razzle Red,,130,,,0,,,,0,,,0,,,,,0,,,,0,,,,,,5,,,,33,,,,,,0,,,,,32,,,,11,,,,,0,,,,,,0,,,,,0,,,,,2,,,,0,,,0,,,0,,,,,,0,,,,,0,,
,Very Bery,,110,,,0,,,,0,,,0,,,,,0,,,,0,,,,,,5,,,,27,,,,,,0,,,,,26,,,,15,,,,,0,,,,,,0,,,,,0,,,,,3,,,,0,,,0,,,0,,,,,,1,,,,,0,,
Sugar-Free Ice,S/F Cherry,,50,,,0,,,,0,,,0,,,,,0,,,,0,,,,,,10,,,,18,,,,,,0,,,,,0,,,,0,,,,,0,,,,,,0,,,,,0,,,,,5,,,,0,,,0,,,0,,,,,,7,,,,,0,,
,S/F Dragon Fruit,,70,,,0,,,,0,,,0,,,,,0,,,,0,,,,,,15,,,,23,,,,,,0,,,,,0,,,,0,,,,,0,,,,,,0,,,,,0,,,,,6,,,,0,,,0,,,0,,,,,,13,,,,,0,,
,S/F Mango Peach,,70,,,0,,,,0,,,0,,,,,0,,,,0,,,,,,10,,,,18,,,,,,0,,,,,0,,,,0,,,,,0,,,,,,0,,,,,0,,,,,4,,,,0,,,0,,,0,,,,,,0,,,,,0,,
,S/F Pink Lemonade,,50,,,0,,,,0,,,0,,,,,0,,,,0,,,,,,10,,,,15,,,,,,0,,,,,0,,,,0,,,,,0,,,,,,0,,,,,0,,,,,3,,,,0,,,0,,,0,,,,,,10,,,,,0,,
,S/F Tangerine,,50,,,0,,,,0,,,0,,,,,0,,,,0,,,,,,15,,,,18,,,,,,0,,,,,0,,,,0,,,,,0,,,,,,0,,,,,0,,,,,3,,,,0,,,0,,,0,,,,,,10,,,,,0,,
Custard Flavor,Chocolate,,320,,,150,,,,17,,,10,,,,,0,,,,100,,,,,,170,,,,37,,,,,,0,,,,,34,,,,26,,,,,7,,,,,,0,,,,,0,,,,,221,,,,20,,,2,,,10,,,,,,440,,,,,13,,
,Vanilla,,340,,,170,,,,19,,,12,,,,,0,,,,130,,,,,,210,,,,37,,,,,,0,,,,,32,,,,24,,,,,7,,,,,,0,,,,,0,,,,,238,,,,25,,,0,,,0,,,,,,320,,,,,9,,
,Banana,,330,,,160,,,,18,,,11,,,,,0,,,,125,,,,,,210,,,,39,,,,,,0,,,,,33,,,,23,,,,,7,,,,,,0,,,,,0,,,,,229,,,,25,,,0,,,0,,,,,,310,,,,,9,,
,Black Rasberry,,340,,,160,,,,18,,,12,,,,,0,,,,125,,,,,,210,,,,37,,,,,,0,,,,,32,,,,23,,,,,7,,,,,,0,,,,,0,,,,,233,,,,25,,,0,,,0,,,,,,320,,,,,9,,
,Butter Pecan,,340,,,170,,,,18,,,12,,,,,0,,,,125,,,,,,210,,,,38,,,,,,0,,,,,33,,,,23,,,,,7,,,,,,0,,,,,0,,,,,235,,,,25,,,0,,,0,,,,,,320,,,,,9,,
,Cake Batter,,310,,,150,,,,17,,,11,,,,,0,,,,115,,,,,,200,,,,40,,,,,,0,,,,,34,,,,22,,,,,6,,,,,,0,,,,,0,,,,,216,,,,15,,,0,,,0,,,,,,297,,,,,6,,
,Campfire Marshmallow,,310,,,150,,,,12,,,11,,,,,0,,,,80,,,,,,170,,,,50,,,,,,0,,,,,37,,,,15,,,,,6,,,,,,0,,,,,0,,,,,150,,,,15,,,0,,,0,,,,,,220,,,,,6,,
,Caramel Macchiato,,340,,,170,,,,18,,,12,,,,,0,,,,125,,,,,,210,,,,39,,,,,,0,,,,,33,,,,23,,,,,7,,,,,,0,,,,,0,,,,,234,,,,20,,,0,,,0,,,,,,310,,,,,9,,
,Cheesecake,,340,,,160,,,,18,,,11,,,,,0,,,,125,,,,,,210,,,,40,,,,,,0,,,,,34,,,,26,,,,,7,,,,,,0,,,,,0,,,,,230,,,,25,,,0,,,0,,,,,,406,,,,,8,,
,Chocolate Cake,,310,,,140,,,,16,,,9,,,,,0,,,,95,,,,,,160,,,,37,,,,,,0,,,,,33,,,,23,,,,,6,,,,,,0,,,,,0,,,,,202,,,,15,,,2,,,10,,,,,,406,,,,,8,,
,Chocolate Banana,,300,,,140,,,,16,,,9,,,,,0,,,,95,,,,,,160,,,,37,,,,,,0,,,,,33,,,,23,,,,,6,,,,,,0,,,,,0,,,,,202,,,,15,,,2,,,10,,,,,,406,,,,,8,,
,Chocolate Strawberry,,300,,,140,,,,16,,,9,,,,,0,,,,95,,,,,,160,,,,37,,,,,,0,,,,,33,,,,23,,,,,6,,,,,,0,,,,,0,,,,,202,,,,15,,,2,,,10,,,,,,320,,,,,9,,
,Cotton Candy,,340,,,200,,,,23,,,14,,,,,0,,,,155,,,,,,260,,,,50,,,,,,0,,,,,43,,,,33,,,,,8,,,,,,0,,,,,0,,,,,287,,,,30,,,0,,,0,,,,,,320,,,,,9,,
,Mint,,340,,,170,,,,18,,,12,,,,,0,,,,125,,,,,,210,,,,37,,,,,,0,,,,,32,,,,23,,,,,7,,,,,,0,,,,,0,,,,,234,,,,25,,,0,,,0,,,,,,320,,,,,9,,
,Orange,,340,,,160,,,,18,,,12,,,,,0,,,,125,,,,,,210,,,,38,,,,,,0,,,,,33,,,,25,,,,,7,,,,,,0,,,,,0,,,,,233,,,,25,,,0,,,0,,,,,,303,,,,,6,,
,Peach,,320,,,160,,,,17,,,11,,,,,0,,,,120,,,,,,200,,,,36,,,,,,0,,,,,31,,,,22,,,,,6,,,,,,0,,,,,0,,,,,222,,,,15,,,0,,,0,,,,,,320,,,,,9,,
,Pistachio,,340,,,170,,,,18,,,12,,,,,0,,,,125,,,,,,210,,,,38,,,,,,0,,,,,33,,,,24,,,,,7,,,,,,0,,,,,0,,,,,235,,,,25,,,0,,,0,,,,,,310,,,,,9,,
,Pumpkin,,340,,,160,,,,18,,,12,,,,,0,,,,125,,,,,,210,,,,40,,,,,,0,,,,,35,,,,26,,,,,7,,,,,,0,,,,,0,,,,,230,,,,25,,,0,,,0,,,,,,296,,,,,6,,
,Pumpkin Cold Brew,,320,,,150,,,,17,,,11,,,,,0,,,,115,,,,,,220,,,,35,,,,,,0,,,,,30,,,,22,,,,,6,,,,,,0,,,,,0,,,,,219,,,,15,,,0,,,0,,,,,,320,,,,,9,,
,Salted Carmel,,330,,,170,,,,18,,,12,,,,,0,,,,125,,,,,,210,,,,38,,,,,,0,,,,,32,,,,23,,,,,7,,,,,,0,,,,,0,,,,,234,,,,25,,,0,,,0,,,,,,436,,,,,10,,
,Salted Carmel Chocolate,,320,,,150,,,,17,,,10,,,,,0,,,,100,,,,,,170,,,,38,,,,,,0,,,,,35,,,,25,,,,,7,,,,,,0,,,,,0,,,,,218,,,,15,,,2,,,10,,,,,,320,,,,,9,,
,Strawberry,,330,,,160,,,,18,,,12,,,,,0,,,,125,,,,,,210,,,,38,,,,,,0,,,,,33,,,,23,,,,,7,,,,,,0,,,,,0,,,,,232,,,,25,,,0,,,0,,,,,,312,,,,,6,,
,Strawberry Banana,,340,,,160,,,,18,,,11,,,,,0,,,,125,,,,,,210,,,,40,,,,,,0,,,,,35,,,,24,,,,,7,,,,,,0,,,,,0,,,,,230,,,,20,,,0,,,0,,,,,,0,,,,,0,,
,Apple Pie Filling,,100,,,0,,,,0,,,0,,,,,0,,,,0,,,,,,20,,,,25,,,,,,0,,,,,20,,,,20,,,,,0,,,,,,0,,,,,0,,,,,5,,,,0,,,0,,,0,,,,,,0,,,,,0,,
,Almond Toffee Crunch,,100,,,60,,,,7,,,3,,,,,0,,,,7,,,,,,23,,,,9,,,,,,1,,,,,8,,,,0,,,,,1,,,,,,0,,,,,0,,,,,0,,,,0,,,0,,,0,,,,,,0,,,,,0,,
,Chocolate Chips,,130,,,70,,,,7,,,5,,,,,0,,,,0,,,,,,0,,,,19,,,,,,0,,,,,15,,,,15,,,,,1,,,,,,0,,,,,0,,,,,11,,,,0,,,2,,,10,,,,,,64,,,,,2,,
,Brownie Batter Bites,,90,,,25,,,,3,,,1,,,,,0,,,,5,,,,,,40,,,,15,,,,,,1,,,,,8,,,,8,,,,,1,,,,,,0,,,,,0,,,,,4,,,,0,,,1,,,6,,,,,,20,,,,,0,,
,Cookie Dough Bites,,90,,,25,,,,3,,,1,,,,,0,,,,5,,,,,,55,,,,15,,,,,,0,,,,,9,,,,9,,,,,1,,,,,,0,,,,,0,,,,,3,,,,0,,,0,,,0,,,,,,180,,,,,4,,
,Hot Caramel,,90,,,15,,,,2,,,1,,,,,0,,,,5,,,,,,70,,,,19,,,,,,0,,,,,14,,,,14,,,,,1,,,,,,0,,,,,0,,,,,20,,,,2,,,0,,,0,,,,,,104,,,,,2,,
,Hot Fudge,,90,,,30,,,,3,,,3,,,,,0,,,,0,,,,,,80,,,,15,,,,,,1,,,,,13,,,,12,,,,,1,,,,,,0,,,,,0,,,,,18,,,,2,,,1,,,6,,,,,,91,,,,,2,,
,M&Ms Minis,,140,,,50,,,,6,,,4,,,,,0,,,,0,,,,,,20,,,,20,,,,,,1,,,,,18,,,,17,,,,,1,,,,,,0,,,,,0,,,,,37,,,,2,,,0,,,0,,,,,,0,,,,,0,,
,Pie Pieces,,50,,,20,,,,3,,,1,,,,,0,,,,5,,,,,,15,,,,7,,,,,,0,,,,,2,,,,2,,,,,1,,,,,,0,,,,,0,,,,,1,,,,0,,,0,,,0,,,,,,7,,,,,0,,
